Wall time,Step,Value
1603588624.5312593,0,32.53845977783203
1603588627.9242527,1,59.71428680419922
1603588631.4589958,2,71.33333587646484
1603588634.859673,3,63.14285659790039
1603588638.3314106,4,82.4000015258789
1603588642.0700114,5,108.5
1603588645.7424,6,150.3333282470703
1603588649.2923207,7,125.5
1603588652.7936146,8,137.0
1603588656.5337415,9,175.0
1603588660.1645918,10,189.0
1603588663.6935775,11,200.0
1603588667.4021688,12,194.6666717529297
1603588670.9116454,13,164.6666717529297
1603588674.4021766,14,162.3333282470703
1603588677.8978548,15,200.0
1603588681.4736176,16,200.0
1603588685.1458917,17,192.6666717529297
1603588688.8435967,18,200.0
1603588692.652743,19,200.0
1603588696.1436212,20,200.0
1603588699.982068,21,200.0
1603588703.810858,22,200.0
1603588707.5668786,23,200.0
1603588711.0360808,24,200.0
1603588714.5821176,25,200.0
1603588717.9167826,26,200.0
1603588721.3977323,27,200.0
1603588724.8624914,28,200.0
1603588728.3063474,29,200.0
1603588731.7449338,30,200.0
1603588735.3240316,31,200.0
1603588738.9474034,32,200.0
1603588742.3853629,33,200.0
1603588746.0852225,34,196.0
1603588749.7950606,35,200.0
1603588753.4302034,36,200.0
1603588756.8392863,37,200.0
1603588760.489391,38,178.3333282470703
1603588764.2401361,39,200.0
1603588768.0223699,40,198.6666717529297
1603588771.5120764,41,141.6666717529297
1603588774.949509,42,200.0
1603588778.371157,43,200.0
1603588781.9697745,44,200.0
1603588785.5571702,45,194.6666717529297
1603588789.1155853,46,188.0
1603588792.902505,47,179.6666717529297
1603588796.559556,48,180.6666717529297
1603588800.1266115,49,175.3333282470703
1603588803.8033488,50,184.3333282470703
1603588807.3367605,51,190.3333282470703
1603588810.770214,52,200.0
1603588814.221536,53,200.0
1603588817.6782725,54,200.0
1603588821.453472,55,200.0
1603588824.9674706,56,200.0
1603588828.3463511,57,200.0
1603588831.7505403,58,200.0
1603588835.326916,59,200.0
1603588838.8361623,60,200.0
1603588842.311152,61,200.0
1603588845.8718026,62,200.0
1603588849.3346007,63,200.0
1603588852.6810844,64,200.0
1603588856.1390042,65,200.0
1603588859.7664068,66,200.0
1603588863.5362492,67,197.3333282470703
1603588867.3473227,68,188.0
1603588870.9379923,69,179.0
1603588874.4483902,70,166.6666717529297
1603588877.8489237,71,155.6666717529297
1603588881.6182027,72,160.0
1603588885.384268,73,167.0
1603588888.967318,74,167.0
1603588892.5440845,75,185.3333282470703
1603588896.2714798,76,193.3333282470703
1603588900.2008715,77,198.6666717529297
1603588903.684751,78,200.0
1603588907.2886984,79,200.0
1603588910.959077,80,200.0
1603588914.4576733,81,200.0
1603588917.8598616,82,200.0
1603588921.4423094,83,200.0
1603588924.9266624,84,200.0
1603588928.4599624,85,200.0
1603588931.882642,86,200.0
1603588935.5181065,87,200.0
1603588939.2030118,88,200.0
1603588942.9178596,89,200.0
1603588946.3199754,90,200.0
1603588949.8101194,91,200.0
1603588953.1926997,92,200.0
1603588956.6757734,93,200.0
1603588960.0868268,94,200.0
1603588963.5943646,95,200.0
1603588967.047011,96,200.0
1603588970.7013752,97,200.0
1603588974.1005049,98,200.0
1603588977.5381377,99,200.0
